"Time Interval","Reserve Type","Type of Product","Source","Up price","Down Price","Currency","Price type"
"10.02.2023 20:00 - 10.02.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.95","65","EUR","MARGINAL"
"10.02.2023 21:00 - 10.02.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.65","65","EUR","MARGINAL"
"10.02.2023 22:00 - 10.02.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.21","59","EUR","MARGINAL"
"10.02.2023 23:00 - 11.02.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"67.95","65","EUR","MARGINAL"
"11.02.2023 00:00 - 11.02.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"77.16","55","EUR","MARGINAL"
"11.02.2023 01:00 - 11.02.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.94","56","EUR","MARGINAL"
"11.02.2023 02:00 - 11.02.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.8","56","EUR","MARGINAL"
"11.02.2023 03:00 - 11.02.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.33","53.73","EUR","MARGINAL"
"11.02.2023 04:00 - 11.02.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.76","53.73","EUR","MARGINAL"
"11.02.2023 05:00 - 11.02.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"78.38","53.73","EUR","MARGINAL"
"11.02.2023 06:00 - 11.02.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80.38","57","EUR","MARGINAL"
"11.02.2023 07:00 - 11.02.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"81.28","59.5","EUR","MARGINAL"
"11.02.2023 08:00 - 11.02.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"82.37","64","EUR","MARGINAL"
"11.02.2023 09:00 - 11.02.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"84","60","EUR","MARGINAL"
"11.02.2023 10:00 - 11.02.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"84.78","60","EUR","MARGINAL"
"11.02.2023 11:00 - 11.02.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.99","60","EUR","MARGINAL"
"11.02.2023 12:00 - 11.02.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83","60","EUR","MARGINAL"
"11.02.2023 13:00 - 11.02.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.54","60","EUR","MARGINAL"
"11.02.2023 14:00 - 11.02.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"84.35","84.35","EUR","MARGINAL"
"11.02.2023 15:00 - 11.02.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85.55","85.55","EUR","MARGINAL"
"11.02.2023 16:00 - 11.02.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"88.69","88.69","EUR","MARGINAL"
"11.02.2023 17:00 - 11.02.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99.97","99.47","EUR","MARGINAL"
"11.02.2023 18:00 - 11.02.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.62","93","EUR","MARGINAL"
"11.02.2023 19:00 - 11.02.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"105.59","105.59","EUR","MARGINAL"
"11.02.2023 20:00 - 11.02.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.95","96.95","EUR","MARGINAL"
"11.02.2023 21:00 - 11.02.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95.35","95.35","EUR","MARGINAL"
"11.02.2023 22:00 - 11.02.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"91.76","91.76","EUR","MARGINAL"
"11.02.2023 23:00 - 12.02.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"92.09","85","EUR","MARGINAL"
"12.02.2023 00:00 - 12.02.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.02","67.5","EUR","MARGINAL"
"12.02.2023 01:00 - 12.02.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.05","67.5","EUR","MARGINAL"
"12.02.2023 02:00 - 12.02.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.01","74","EUR","MARGINAL"
"12.02.2023 03:00 - 12.02.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99.94","75","EUR","MARGINAL"
"12.02.2023 04:00 - 12.02.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99.73","77.5","EUR","MARGINAL"
"12.02.2023 05:00 - 12.02.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.92","76","EUR","MARGINAL"
"12.02.2023 06:00 - 12.02.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.1","76","EUR","MARGINAL"
"12.02.2023 07:00 - 12.02.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.9","101.9","EUR","MARGINAL"
"12.02.2023 08:00 - 12.02.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"103.72","103.72","EUR","MARGINAL"
"12.02.2023 09:00 - 12.02.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"104.88","104.88","EUR","MARGINAL"
"12.02.2023 10:00 - 12.02.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.1","108.1","EUR","MARGINAL"
"12.02.2023 11:00 - 12.02.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107.99","80","EUR","MARGINAL"
"12.02.2023 12:00 - 12.02.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"103.12","80","EUR","MARGINAL"
"12.02.2023 13:00 - 12.02.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.72","80","EUR","MARGINAL"
"12.02.2023 14:00 - 12.02.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.61","85","EUR","MARGINAL"
"12.02.2023 15:00 - 12.02.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.57","85","EUR","MARGINAL"
"12.02.2023 16:00 - 12.02.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107.6","80","EUR","MARGINAL"
"12.02.2023 17:00 - 12.02.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.17","85","EUR","MARGINAL"
"12.02.2023 18:00 - 12.02.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.96","85","EUR","MARGINAL"
"12.02.2023 19:00 - 12.02.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.37","85","EUR","MARGINAL"
"12.02.2023 20:00 - 12.02.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.12","85","EUR","MARGINAL"
"12.02.2023 21:00 - 12.02.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"103.97","85","EUR","MARGINAL"
"12.02.2023 22:00 - 12.02.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.09","85","EUR","MARGINAL"
"12.02.2023 23:00 - 13.02.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95.84","75","EUR","MARGINAL"
"13.02.2023 00:00 - 13.02.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.84","71.5","EUR","MARGINAL"
"13.02.2023 01:00 - 13.02.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.02","70.5","EUR","MARGINAL"
"13.02.2023 02:00 - 13.02.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"97.33","69","EUR","MARGINAL"
"13.02.2023 03:00 - 13.02.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"97.52","61","EUR","MARGINAL"
"13.02.2023 04:00 - 13.02.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.07","58","EUR","MARGINAL"
"13.02.2023 05:00 - 13.02.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"106.71","58","EUR","MARGINAL"
"13.02.2023 06:00 - 13.02.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107.03","61","EUR","MARGINAL"
"13.02.2023 07:00 - 13.02.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.99","76","EUR","MARGINAL"
"13.02.2023 08:00 - 13.02.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"111.98","82","EUR","MARGINAL"
"13.02.2023 09:00 - 13.02.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.95","82","EUR","MARGINAL"
"13.02.2023 10:00 - 13.02.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.38","82","EUR","MARGINAL"
"13.02.2023 11:00 - 13.02.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.58","82","EUR","MARGINAL"
"13.02.2023 12:00 - 13.02.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107.94","82","EUR","MARGINAL"
"13.02.2023 13:00 - 13.02.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107.48","82","EUR","MARGINAL"
"13.02.2023 14:00 - 13.02.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107.22","82","EUR","MARGINAL"
"13.02.2023 15:00 - 13.02.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107.64","75","EUR","MARGINAL"
"13.02.2023 16:00 - 13.02.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.14","75","EUR","MARGINAL"
"13.02.2023 17:00 - 13.02.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"110.52","80","EUR","MARGINAL"
"13.02.2023 18:00 - 13.02.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"110.37","85","EUR","MARGINAL"
"13.02.2023 19:00 - 13.02.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.42","80","EUR","MARGINAL"
"13.02.2023 20:00 - 13.02.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.43","80","EUR","MARGINAL"
"13.02.2023 21:00 - 13.02.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107.99","81","EUR","MARGINAL"
"13.02.2023 22:00 - 13.02.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.57","81","EUR","MARGINAL"
"13.02.2023 23:00 - 14.02.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"106.65","81","EUR","MARGINAL"
"14.02.2023 00:00 - 14.02.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"105.41","87","EUR","MARGINAL"
"14.02.2023 01:00 - 14.02.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"103.91","87","EUR","MARGINAL"
"14.02.2023 02:00 - 14.02.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"103.04","87","EUR","MARGINAL"
"14.02.2023 03:00 - 14.02.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"104.94","87","EUR","MARGINAL"
"14.02.2023 04:00 - 14.02.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"106.33","87","EUR","MARGINAL"
"14.02.2023 05:00 - 14.02.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.27","85","EUR","MARGINAL"
"14.02.2023 06:00 - 14.02.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"127","85","EUR","MARGINAL"
"14.02.2023 07:00 - 14.02.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"193.79","193.79","EUR","MARGINAL"
"14.02.2023 08:00 - 14.02.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"200.57","127.5","EUR","MARGINAL"
"14.02.2023 09:00 - 14.02.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"174.61","114.5","EUR","MARGINAL"
"14.02.2023 10:00 - 14.02.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"122.17","121.67","EUR","MARGINAL"
"14.02.2023 11:00 - 14.02.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"121.68","121.18","EUR","MARGINAL"
"14.02.2023 12:00 - 14.02.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"125.84","125.84","EUR","MARGINAL"
"14.02.2023 13:00 - 14.02.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"119.04","119.04","EUR","MARGINAL"
"14.02.2023 14:00 - 14.02.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"122.01","122.01","EUR","MARGINAL"
"14.02.2023 15:00 - 14.02.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"117.55","95","EUR","MARGINAL"
"14.02.2023 16:00 - 14.02.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"142.08","89","EUR","MARGINAL"
"14.02.2023 17:00 - 14.02.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"175.2","90","EUR","MARGINAL"
"14.02.2023 18:00 - 14.02.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"193.59","100","EUR","MARGINAL"
"14.02.2023 19:00 - 14.02.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"129.72","94","EUR","MARGINAL"
"14.02.2023 20:00 - 14.02.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.36","94","EUR","MARGINAL"
"14.02.2023 21:00 - 14.02.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.03","94","EUR","MARGINAL"
"14.02.2023 22:00 - 14.02.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"106.06","106.06","EUR","MARGINAL"
"14.02.2023 23:00 - 15.02.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"104.11","104.11","EUR","MARGINAL"
"15.02.2023 00:00 - 15.02.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.44","100.44","EUR","MARGINAL"
"15.02.2023 01:00 - 15.02.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"97.89","97.89","EUR","MARGINAL"
"15.02.2023 02:00 - 15.02.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"97.52","97.52","EUR","MARGINAL"
"15.02.2023 03:00 - 15.02.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"97.25","97.25","EUR","MARGINAL"
"15.02.2023 04:00 - 15.02.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"97.45","97.45","EUR","MARGINAL"
"15.02.2023 05:00 - 15.02.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"104.84","104.84","EUR","MARGINAL"
"15.02.2023 06:00 - 15.02.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.05","109.05","EUR","MARGINAL"
"15.02.2023 07:00 - 15.02.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"112.97","112.97","EUR","MARGINAL"
"15.02.2023 08:00 - 15.02.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"182.72","182.72","EUR","MARGINAL"
"15.02.2023 09:00 - 15.02.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"150.98","150.98","EUR","MARGINAL"
"15.02.2023 10:00 - 15.02.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"128.67","128.67","EUR","MARGINAL"
"15.02.2023 11:00 - 15.02.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"116","114.74","EUR","MARGINAL"
"15.02.2023 12:00 - 15.02.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"220","113.52","EUR","MARGINAL"
"15.02.2023 13:00 - 15.02.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"211.44","112.87","EUR","MARGINAL"
"15.02.2023 14:00 - 15.02.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"168.44","112.83","EUR","MARGINAL"
"15.02.2023 15:00 - 15.02.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"120","112.75","EUR","MARGINAL"
"15.02.2023 16:00 - 15.02.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"120","112.88","EUR","MARGINAL"
"15.02.2023 17:00 - 15.02.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"135","112.18","EUR","MARGINAL"
"15.02.2023 18:00 - 15.02.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"135","108.92","EUR","MARGINAL"
"15.02.2023 19:00 - 15.02.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"118.5","104.96","EUR","MARGINAL"
"15.02.2023 20:00 - 15.02.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99.62","99.62","EUR","MARGINAL"
"15.02.2023 21:00 - 15.02.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.6","98.6","EUR","MARGINAL"
"15.02.2023 22:00 - 15.02.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98","97.59","EUR","MARGINAL"
"15.02.2023 23:00 - 16.02.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"93.41","93.41","EUR","MARGINAL"
"16.02.2023 01:00 - 16.02.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"91.65","91.65","EUR","MARGINAL"
"16.02.2023 02:00 - 16.02.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"93.25","93.25","EUR","MARGINAL"
"16.02.2023 03:00 - 16.02.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"93.92","93.92","EUR","MARGINAL"
"16.02.2023 04:00 - 16.02.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"94.17","94.17","EUR","MARGINAL"
"16.02.2023 05:00 - 16.02.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.29","98.29","EUR","MARGINAL"
"16.02.2023 06:00 - 16.02.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.25","109.25","EUR","MARGINAL"
"16.02.2023 07:00 - 16.02.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"110.12","110.12","EUR","MARGINAL"
"16.02.2023 08:00 - 16.02.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"111.17","111.17","EUR","MARGINAL"
"16.02.2023 09:00 - 16.02.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"161.28","161.28","EUR","MARGINAL"
"16.02.2023 10:00 - 16.02.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"145.62","145.62","EUR","MARGINAL"
"16.02.2023 11:00 - 16.02.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"128.82","128.82","EUR","MARGINAL"
"16.02.2023 12:00 - 16.02.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"114.51","114.51","EUR","MARGINAL"
"16.02.2023 13:00 - 16.02.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"114.95","90","EUR","MARGINAL"
"16.02.2023 14:00 - 16.02.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"112.92","90","EUR","MARGINAL"
"16.02.2023 15:00 - 16.02.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"112.16","90","EUR","MARGINAL"
"16.02.2023 16:00 - 16.02.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"112.68","90","EUR","MARGINAL"
"16.02.2023 17:00 - 16.02.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"112.86","112.86","EUR","MARGINAL"
"16.02.2023 18:00 - 16.02.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"112","109.12","EUR","MARGINAL"
"16.02.2023 19:00 - 16.02.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.35","109.35","EUR","MARGINAL"
"16.02.2023 20:00 - 16.02.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107.91","107.91","EUR","MARGINAL"
"16.02.2023 21:00 - 16.02.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"106.7","106.7","EUR","MARGINAL"
"16.02.2023 22:00 - 16.02.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107.76","107.76","EUR","MARGINAL"
"16.02.2023 23:00 - 17.02.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.91","100.91","EUR","MARGINAL"
"17.02.2023 00:00 - 17.02.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.08","101.08","EUR","MARGINAL"
"17.02.2023 01:00 - 17.02.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95.37","95.37","EUR","MARGINAL"
"17.02.2023 02:00 - 17.02.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"89.77","89.77","EUR","MARGINAL"
"17.02.2023 03:00 - 17.02.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.55","83.55","EUR","MARGINAL"
"17.02.2023 04:00 - 17.02.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.98","51","EUR","MARGINAL"
"17.02.2023 05:00 - 17.02.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85.95","60","EUR","MARGINAL"
"17.02.2023 06:00 - 17.02.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"88.81","70.5","EUR","MARGINAL"
"17.02.2023 07:00 - 17.02.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"94.01","79","EUR","MARGINAL"
"17.02.2023 08:00 - 17.02.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"94.01","73.05","EUR","MARGINAL"
"17.02.2023 09:00 - 17.02.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"91.65","60","EUR","MARGINAL"
"17.02.2023 10:00 - 17.02.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90.07","60","EUR","MARGINAL"
"17.02.2023 11:00 - 17.02.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85.95","60","EUR","MARGINAL"
"17.02.2023 12:00 - 17.02.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85.93","67","EUR","MARGINAL"
"17.02.2023 13:00 - 17.02.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80.83","51","EUR","MARGINAL"
"17.02.2023 14:00 - 17.02.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.92","51","EUR","MARGINAL"
"17.02.2023 15:00 - 17.02.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"77.9","51","EUR","MARGINAL"
"17.02.2023 16:00 - 17.02.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95","78.81","EUR","MARGINAL"
"17.02.2023 17:00 - 17.02.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95","85.01","EUR","MARGINAL"
"17.02.2023 18:00 - 17.02.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"105.01","90.53","EUR","MARGINAL"
"17.02.2023 19:00 - 17.02.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98","85.05","EUR","MARGINAL"
"17.02.2023 20:00 - 17.02.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90","73.07","EUR","MARGINAL"
"17.02.2023 21:00 - 17.02.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90","70","EUR","MARGINAL"
"17.02.2023 22:00 - 17.02.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90","70.4","EUR","MARGINAL"
"17.02.2023 23:00 - 18.02.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90","65","EUR","MARGINAL"
"18.02.2023 00:00 - 18.02.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"62.51","62.51","EUR","MARGINAL"
"18.02.2023 01:00 - 18.02.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.23","66.23","EUR","MARGINAL"
"18.02.2023 02:00 - 18.02.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"58.41","58.41","EUR","MARGINAL"
"18.02.2023 03:00 - 18.02.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"57.43","57.43","EUR","MARGINAL"
"18.02.2023 04:00 - 18.02.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65","65","EUR","MARGINAL"
"18.02.2023 05:00 - 18.02.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.42","72.42","EUR","MARGINAL"
"18.02.2023 06:00 - 18.02.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.94","79.94","EUR","MARGINAL"
"18.02.2023 07:00 - 18.02.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"88.82","88.82","EUR","MARGINAL"
"18.02.2023 08:00 - 18.02.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95.39","95.39","EUR","MARGINAL"
"18.02.2023 09:00 - 18.02.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"102.25","102.25","EUR","MARGINAL"
"18.02.2023 10:00 - 18.02.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"103.96","103.96","EUR","MARGINAL"
"18.02.2023 11:00 - 18.02.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99.68","99.68","EUR","MARGINAL"
"18.02.2023 12:00 - 18.02.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"91.98","91.98","EUR","MARGINAL"
"18.02.2023 13:00 - 18.02.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85.77","55.5","EUR","MARGINAL"
"18.02.2023 14:00 - 18.02.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"86.37","26.46","EUR","MARGINAL"
"18.02.2023 15:00 - 18.02.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"91.15","62.5","EUR","MARGINAL"
"18.02.2023 16:00 - 18.02.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.38","79","EUR","MARGINAL"
"18.02.2023 17:00 - 18.02.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"128.5","101.83","EUR","MARGINAL"
"18.02.2023 18:00 - 18.02.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"129.5","104.19","EUR","MARGINAL"
"18.02.2023 19:00 - 18.02.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"129","104.09","EUR","MARGINAL"
"18.02.2023 20:00 - 18.02.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"125","104.05","EUR","MARGINAL"
"18.02.2023 21:00 - 18.02.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"118","104.28","EUR","MARGINAL"
"18.02.2023 22:00 - 18.02.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"118","105.52","EUR","MARGINAL"
"18.02.2023 23:00 - 19.02.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"107","105.47","EUR","MARGINAL"
